ArrestID,Incident,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Law,Crime LongID,Code Description,Attempt,Arrest type,Last 30 Days,City,State,Neighborhood Association,NeighborhoodXY
APD*210000402,"21,030,488",3/12/2021 0:00,22:29,39,F,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000810,"21,063,843",5/23/2021 0:00,21:52,42,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000807,"21,063,491",5/23/2021 0:00,2:53,26,F,W,N,PL,PL 140.15   01    AM2,CRIMINAL TRESPASS 2ND,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001120,"21,084,110",7/3/2021 0:00,5:36,42,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210000543,"20,141,053",4/6/2021 0:00,13:45,23,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000541,"21,041,306",4/5/2021 0:00,16:00,20,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000094,"20,130,991",1/20/2021 0:00,19:30,30,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001126,"21,066,915",7/3/2021 0:00,19:30,37,M,W,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*200001901,"20,166,701",12/27/2020 0:00,11:05,35,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001560,"21,117,508",9/5/2021 0:00,15:24,25,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,TRUE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001074,"21,077,798",6/26/2021 0:00,9:45,62,M,B,N,PL,PL 160.15   03    BF1,ROB  FORCBLE THEFT W/USE-INSTRM,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001210,"20,104,011",7/19/2021 0:00,17:00,40,M,W,N,PL,PL 240.30   01A   AM2,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001124,"21,060,223",7/3/2021 0:00,19:20,37,M,W,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST 7TH,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001561,"21,117,642",9/5/2021 0:00,22:10,50,F,W,N,PL,PL 145.14         BM3,CRIMINAL TAMPERING -3RD,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000069,"21,006,707",1/17/2021 0:00,5:47,18,F,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000159,"21,012,709",1/31/2021 0:00,9:41,20,M,W,H,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001066,"21,079,919",6/25/2021 0:00,1:44,36,M,B,N,PL,PL 215.52   01    DF0,AGGRAV CRIM CONTEMPT:VIOL ORDER PROTECTION-CAUSE PHYS INJURY,,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000189,"21,012,649",1/31/2021 0:00,2:01,26,F,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000399,"21,029,997",3/12/2021 0:00,1:52,32,M,B,N,PL,PL 145.00   03    AM4,CRIM MIS RCKLS PROP DAM GREATER THAN $250,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001274,"21,097,049",7/28/2021 0:00,16:53,18,M,B,N,PL,PL 155.30   08    EF4,GRAND LARCENY  AUTO OVER $100,C,Complaint,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001271,"21,097,097",7/28/2021 0:00,16:53,18,M,B,N,PL,PL 165.45   05    EF4,CPSP 4 VEHICLE XCEPT MTRCYCLE,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000324,"21,024,650",2/28/2021 0:00,7:45,34,F,W,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000396,"21,029,249",3/11/2021 0:00,11:25,39,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000406,"21,030,817",3/13/2021 0:00,16:15,21,M,W,N,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000395,"21,029,528",3/11/2021 0:00,2:33,51,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000398,"21,029,930",3/11/2021 0:00,22:17,21,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,Black,
APD*210000400,"21,030,060",3/12/2021 0:00,8:01,38,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000404,"21,030,683",3/13/2021 0:00,11:32,24,M,W,H,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Order of Protection,FALSE,Albany,NY,Black,
APD*210001001,"21,077,039",6/19/2021 0:00,13:37,19,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*200001907,"20,167,253",12/28/2020 0:00,18:23,36,F,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Complaint,FALSE,Albany,NY,Black,
APD*210001306,"20,038,461",8/6/2021 0:00,12:35,21,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*200001908,"20,153,584",12/29/2020 0:00,8:00,39,M,B,N,PL,PL 215.50   06    AM2,"FAIL TO OBEY MNDTE-JL/16,17,18A-B",C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*200001905,"20,102,064",12/28/2020 0:00,8:30,51,M,W,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000217,"20,150,569",2/10/2021 0:00,15:30,51,M,B,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Complaint,FALSE,Albany,NY,Black,
APD*210000226,"21,017,251",2/10/2021 0:00,19:03,30,F,B,N,PL,PL 221.25         DF2,CRIM POSS MARIHUANA 2ND,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000215,"21,016,983",2/10/2021 0:00,13:00,43,F,B,N,PL,PL 165.45   02    EF4,CPSP 4 CREDIT CARD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000397,"21,029,926",3/11/2021 0:00,21:54,30,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000763,"21,060,223",5/16/2021 0:00,19:11,37,M,W,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000100,"21,008,728",1/21/2021 0:00,22:40,37,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000095,"21,008,314",1/21/2021 0:00,1:43,25,F,B,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210000096,"21,008,535",1/21/2021 0:00,13:45,19,M,W,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000268,"21,020,206",2/18/2021 0:00,3:07,30,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000102,"21,008,917",1/22/2021 0:00,10:01,35,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000761,"21,060,149",5/16/2021 0:00,14:35,39,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Black,
APD*210001760,"21,128,055",9/24/2021 0:00,21:45,34,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Crime in Progress,TRUE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000497,"21,037,078",3/27/2021 0:00,0:35,32,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000101,"21,008,843",1/22/2021 0:00,7:18,27,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000267,"20,125,584",2/18/2021 0:00,1:07,26,M,W,N,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,,Arrest Warrant,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001069,"20,043,445",6/25/2021 0:00,11:30,23,M,B,N,PL,PL 265.11   01    DF3,CRIM SALE F/ARM-3RD:UNAUTH PER,A,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000914,"21,072,361",6/10/2021 0:00,0:34,47,M,W,N,PL,PL 215.51   BV    EF1,CRIM CONTEMPT-1ST-PHY CONTACT,C,Order of Protection,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001273,"21,090,911",7/28/2021 0:00,17:01,18,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001076,"21,080,710",6/26/2021 0:00,21:20,25,M,W,N,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000496,"21,009,629",3/27/2021 0:00,0:35,32,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Arrest Warrant,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001214,"21,092,359",7/19/2021 0:00,20:12,28,M,B,N,PL,PL 140.10   0A    BM3,CRIM TRESAPSS 3RD - ENCLSD PROP,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000274,"21,020,497",2/18/2021 0:00,19:45,34,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000072,"21,006,955",1/17/2021 0:00,21:21,30,F,B,N,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000061,"21,005,844",1/15/2021 0:00,3:39,32,M,B,N,PL,PL 140.15   01    AM2,CRIMINAL TRESPASS 2ND,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000632,"21,050,791",4/26/2021 0:00,15:33,30,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Complaint,FALSE,Albany,NY,Melrose,POINT (-73.7990796239 42.6727006271)
APD*210000105,"20,137,417",1/22/2021 0:00,16:26,23,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001758,"21,127,847",9/24/2021 0:00,14:38,18,F,B,N,PL,PL 240.20   01    0V0,DIS/CON  FIGHT/VIOLENT BEHAVIOR,C,Crime in Progress,TRUE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000104,"20,138,942",1/22/2021 0:00,14:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001756,"21,027,991",9/24/2021 0:00,4:05,52,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000630,"21,050,682",4/26/2021 0:00,10:47,43,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000166,"21,013,478",2/2/2021 0:00,8:27,46,M,B,N,PL,PL 140.05         0V0,TRESPASS,C,Crime in Progress,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210001075,"21,080,501",6/26/2021 0:00,8:21,62,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001272,"21,091,422",7/28/2021 0:00,17:02,18,M,B,N,PL,PL 165.50         DF3,CRIM POSS STLN PROP GREATER THAN $3000,C,Complaint,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000631,"18,124,362",4/26/2021 0:00,14:40,57,F,B,N,PL,PL 240.30   01A   AM2,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000697,"21,055,058",5/5/2021 0:00,19:50,18,M,B,N,PL,PL 160.10   01    CF2,ROBBERY 2ND/AIDED BY ANOTHER,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*200001914,"20,116,736",12/30/2020 0:00,18:50,65,M,W,N,PL,PL 120.50   03    AM3,STALKING 3RD - THREAT INJURY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000002,"20,168,624",1/1/2021 0:00,16:19,26,M,W,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*200001913,"20,167,195",12/30/2020 0:00,14:23,20,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,Black,
APD*200001917,"20,168,084",12/30/2020 0:00,18:00,56,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*8055072,"21,055,072",5/5/2021 0:00,20:51,47,F,W,H,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000689,"21,054,719",5/5/2021 0:00,4:53,51,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210001121,"21,042,052",7/3/2021 0:00,14:00,22,F,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001270,"21,096,225",7/28/2021 0:00,17:01,18,M,B,N,PL,PL 165.50         DF3,CRIM POSS STLN PROP GREATER THAN $3000,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210000163,"21,013,471",2/2/2021 0:00,7:16,42,M,B,N,PL,PL 190.25   01    AM2,CRIM IMPERS  ANOTHR PERS W/INT,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000594,"21,047,385",4/18/2021 0:00,18:00,29,M,B,N,PL,PL 260.10   01    AM0,ACT IN MANNER INJUR CHILD LESS THAN 16,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210000546,"20,166,757",4/7/2021 0:00,12:30,18,M,B,N,PL,PL 160.10   01    CF2,ROBBERY 2ND/AIDED BY ANOTHER,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000162,"21,013,441",2/2/2021 0:00,4:05,25,F,W,N,PL,PL 165.50         DF3,CRIM POSS STLN PROP GREATER THAN $3000,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210001176,"21,089,251",7/14/2021 0:00,2:05,20,F,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210000331,"21,025,047",3/1/2021 0:00,9:44,33,M,W,H,PL,PL 221.05         0V2,UNLAWFUL POSSESSION OF MARIHUANA 2ND DEGREE,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001559,"21,117,480",9/5/2021 0:00,14:04,25,F,B,N,PL,PL 145.00         AM4,CRIMINAL MISCHIEF - 4,C,Complaint,TRUE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210000109,"21,009,487",1/23/2021 0:00,17:06,28,M,W,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.8077747933 42.6643540181)
APD*210001312,"21,101,886",8/6/2021 0:00,21:40,26,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210001557,"21,117,322",9/5/2021 0:00,3:11,34,M,B,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,TRUE,Albany,NY,Black,
APD*210000702,"21,055,102",5/5/2021 0:00,23:35,32,F,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000116,"21,009,906",1/24/2021 0:00,19:00,27,M,B,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000112,"21,009,854",1/24/2021 0:00,15:59,27,M,B,N,PL,PL 165.05   01    AM3,UNAUTH USE VEH W/O OWNR CONST,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210000113,"21,009,854",1/24/2021 0:00,17:00,29,F,W,N,PL,PL 165.05   01    AM3,UNAUTH USE VEH W/O OWNR CONST,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210000110,"21,009,629",1/24/2021 0:00,2:21,32,M,B,N,PL,PL 140.15         AM2,CRIMINAL TRESPASS 2ND,,Complaint,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210001311,"20,085,737",8/6/2021 0:00,21:30,40,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000772,"21,018,966",2/15/2021 0:00,3:49,52,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000114,"21,009,811",1/24/2021 0:00,18:01,36,F,B,N,PL,PL 165.45   02    EF4,CPSP 4 CREDIT CARD,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210001178,"21,089,807",7/14/2021 0:00,14:42,37,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7985897295 42.6817391392)
APD*210000280,"21,009,046",2/19/2021 0:00,17:48,23,M,B,N,PL,PL 121.12         DF2,STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000232,"21,013,000",2/11/2021 0:00,16:30,36,M,W,N,PL,PL 160.10   02A   CF2,ROB 2 CAUSES PHYSICAL INJURY,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001555,"21,117,296",9/5/2021 0:00,1:50,21,M,W,N,PL,PL 240.20   01    0V0,DIS/CON  FIGHT/VIOLENT BEHAVIOR,C,Crime in Progress,TRUE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000924,"20,065,543",6/10/2021 0:00,20:06,31,M,B,N,PL,PL 490.20         DF0,MAKE TERRORISTIC THREAT,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000233,"20,036,262",2/11/2021 0:00,16:30,35,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000230,"21,017,597",2/11/2021 0:00,14:59,27,M,W,N,PL,PL 160.05         DF3,ROBBERY-3RD,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001667,"21,123,259",9/16/2021 0:00,15:05,23,M,W,U,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,TRUE,Albany,NY,Black,
APD*210001375,"21,106,776",8/16/2021 0:00,12:04,63,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000178,"21,014,077",2/3/2021 0:00,13:15,18,M,B,N,PL,PL 221.20         EF3,CRIM POSS MARIHUANA 3RD,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210001669,"21,117,997",9/16/2021 0:00,18:32,49,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Arrest Warrant,TRUE,Albany,NY,Black,POINT (-73.7990796239 42.6727006271)
APD*210000413,"21,031,248",3/15/2021 0:00,12:36,37,M,B,N,PL,PL 265.01   04    AM4,CRIM POSS WEAP CONV FEL,C,Complaint,FALSE,Albany,NY,Black,
APD*210000427,"21,031,772",3/15/2021 0:00,21:59,26,M,B,N,PL,PL 121.11         AM0,CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000176,"21,014,077",2/3/2021 0:00,13:15,18,M,B,U,PL,PL 221.20         EF3,CRIM POSS MARIHUANA 3RD,,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210000180,"21,014,077",2/3/2021 0:00,15:33,23,M,B,N,PL,PL 221.20         EF3,CRIM POSS MARIHUANA 3RD,C,Other,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210000182,"20,027,409",2/3/2021 0:00,22:00,29,M,W,N,PL,PL 140.05         0V0,TRESPASS,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000168,"21,013,811",2/3/2021 0:00,0:25,31,F,B,N,PL,PL 165.50         DF3,CRIM POSS STLN PROP GREATER THAN $3000,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000177,"21,014,077",2/3/2021 0:00,13:15,28,M,B,N,PL,PL 221.20         EF3,CRIM POSS MARIHUANA 3RD,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210000916,"21,067,041",6/10/2021 0:00,2:40,19,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000073,"21,006,941",1/17/2021 0:00,21:00,46,M,B,N,PL,PL 140.05         0V0,TRESPASS,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.8077747933 42.6643540181)
APD*210000918,"20,147,144",6/10/2021 0:00,12:15,23,M,B,N,PL,PL 245.15         AM0,UNLAWFUL DISSEMINATION OR PUB OF AN INTIMATE IMAGE,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000032,"21,004,152",1/11/2021 0:00,9:30,41,M,W,H,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001217,"21,046,899",7/20/2021 0:00,12:25,53,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000428,"21,020,467",3/15/2021 0:00,22:30,26,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
